DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
5105901,1,2,1,50,1,1,256.27569417,50,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5105901,1,3,1,50,1,1,256.27569417,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105903,1,2,1,50,1,1,289.39276566,50,2020,01,202001,80,1,1,4,2,,,4,2,,2,,,,,2
5105904,1,2,1,50,1,1,247.35246122,50,2020,01,202001,80,1,4,6,2,,,9,2,,2,,1,48,828000,2
5105906,1,2,1,50,1,1,257.81602465,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105907,1,2,1,50,1,1,329.53880939,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105909,1,3,1,50,1,1,330.74362397,50,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105913,1,3,1,52,1,1,202.37046499,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105916,1,1,1,52,1,1,150.11757306,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,1,25,828116,2
5105916,1,2,1,52,1,1,150.11757306,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105917,1,3,1,52,1,1,231.9137974,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105919,1,2,1,52,1,1,159.5540123,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105920,1,2,1,52,1,1,233.66335401,52,2020,01,202001,80,1,3,3,2,,,4,2,,2,,,,,2
5105921,1,1,1,52,1,1,232.1684825,52,2020,01,202001,80,1,4,8,2,,,4,2,,2,,,,,2
5105922,1,1,1,52,1,1,180.10630836,52,2020,01,202001,80,1,4,7,2,,,8,2,,2,,,,,2
5105922,1,3,1,52,1,1,180.10630836,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105924,1,4,1,52,1,1,90.359338061,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105925,1,3,1,52,1,1,190.12455921,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105926,1,1,1,52,1,1,214.4370528,52,2020,01,202001,80,1,4,9,2,,,9,2,,2,,,,,2
5105926,1,2,1,52,1,1,214.4370528,52,2020,01,202001,80,1,2,3,2,,,9,2,,1,50000,,,,2
5105926,1,4,1,52,1,1,214.4370528,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105927,1,4,1,52,1,1,139.61962936,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105928,1,1,1,52,1,1,232.1684825,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105931,1,1,1,52,1,1,232.1684825,52,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5105933,1,1,1,52,1,1,168.15289236,52,2020,01,202001,80,1,3,6,1,,3,8,2,,2,,1,40,700000,2
5105933,1,2,1,52,1,1,168.15289236,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105933,1,3,1,52,1,1,168.15289236,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105934,1,1,1,52,1,1,225.17635959,52,2020,01,202001,80,1,4,4,2,,,4,3,,2,,,,,3
5105934,1,2,1,52,1,1,225.17635959,52,2020,01,202001,80,1,3,4,2,,,4,2,,2,,2,,828116,2
5105935,1,3,1,52,1,1,223.26227512,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105936,1,1,1,52,1,1,219.56801241,52,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5105936,1,2,1,52,1,1,219.56801241,52,2020,01,202001,80,1,4,7,2,,,4,2,,2,,,,,2
5105938,1,1,1,52,1,1,250.03778571,52,2020,01,202001,80,1,1,6,2,,,1,2,,2,,,,,2
5105939,1,1,1,52,1,1,219.56801241,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105939,1,2,1,52,1,1,219.56801241,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105940,1,1,1,52,1,1,225.17635959,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105940,1,2,1,52,1,1,225.17635959,52,2020,01,202001,80,1,3,8,1,,2,1,2,,2,,1,48,877803,2
5105941,1,1,1,52,1,1,232.1684825,52,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5105943,1,1,1,52,1,1,219.56801241,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105943,1,2,1,52,1,1,219.56801241,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105944,1,2,1,52,1,1,203.73737458,52,2020,01,202001,80,1,2,3,2,,,9,2,,2,,1,24,800000,2
5105946,1,3,1,52,1,1,135.66687951,52,2020,01,202001,80,1,1,8,2,,,2,2,,2,,,,,2
5105947,1,3,1,52,1,1,100.49833378,52,2020,01,202001,80,2,,,,2,,,2,,2,,2,,2000000,2
5105947,1,4,1,52,1,1,100.49833378,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105949,1,2,1,52,1,1,190.10950897,52,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5105950,1,1,1,52,1,1,232.1684825,52,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105951,2,2,2,52,1,1,213.66003381,52,2020,01,202001,80,1,1,8,2,,,2,2,,1,500000,,,,2
5105951,2,3,2,52,1,1,213.66003381,52,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105952,1,1,1,52,1,1,255.93362019,52,2020,01,202001,80,1,2,2,2,,,2,1,,2,,,,,2
5105954,1,1,1,54,1,1,486.04308839,54,2020,01,202001,80,1,4,6,2,,,8,2,,2,,,,,2
5105957,1,1,1,54,1,1,487.62467785,54,2020,01,202001,80,1,1,8,2,,,6,2,,2,,,,1500000,2
5105957,1,2,1,54,1,1,487.62467785,54,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5105958,1,2,1,54,1,1,489.92725364,54,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5105960,1,2,1,54,1,1,397.18022655,54,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5105962,1,2,1,54,1,1,284.36663507,54,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105962,1,3,1,54,1,1,284.36663507,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105962,1,4,1,54,1,1,284.36663507,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105962,1,5,1,54,1,1,284.36663507,54,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5105965,1,1,1,54,1,1,404.24765272,54,2020,01,202001,80,1,4,3,2,,,4,2,,2,,,,,2
5105965,1,5,1,54,1,1,404.24765272,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105966,1,1,1,54,1,1,351.28864667,54,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5105967,1,3,1,54,1,1,442.04021092,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105968,1,2,1,54,1,1,443.00288923,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105970,1,2,1,54,1,1,444.60456071,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5105971,1,2,1,54,1,1,475.17746864,54,2020,01,202001,80,1,1,8,2,,,9,2,,2,,,,,2
5105971,1,5,1,54,1,1,475.17746864,54,2020,01,202001,80,1,1,8,2,,,9,2,,2,,,,,2
5105972,1,2,1,54,1,1,511.8106582,54,2020,01,202001,80,1,4,8,2,,,8,2,,2,,,,,2
