DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
5126814,1,2,1,,1,1,2434.8843749,25,2020,01,202001,80,1,2,6,2,,,9,2,,2,,1,48,877803,2
5126815,1,8,1,,1,1,1865.5445658,25,2020,01,202001,80,1,2,8,2,,,8,2,,2,,,,,2
5126816,1,4,1,,1,1,2319.1501054,25,2020,01,202001,80,1,1,2,2,,,2,2,,1,242000,1,48,828116,2
5126818,1,3,1,,1,1,1023.363042,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126819,1,1,1,,1,1,2539.4748247,25,2020,01,202001,80,1,2,1,2,,,11,2,,2,,,,,2
5126820,1,1,1,,1,1,3029.2723617,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126822,1,1,1,,1,1,2532.4524533,25,2020,01,202001,80,1,4,4,2,,,4,1,2,2,,,,,1
5126824,1,3,1,,1,1,2214.843541,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126826,1,1,1,,1,1,1327.8558617,25,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5126826,1,2,1,,1,1,1327.8558617,25,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5126828,1,5,1,,1,1,1952.360725,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126830,1,1,1,,1,1,3862.6058598,25,2020,01,202001,80,1,2,8,2,,,9,2,,2,,2,,877803,2
5126831,1,1,1,,1,1,3029.2723617,25,2020,01,202001,80,1,4,3,2,,,4,2,,2,,,,,2
5126832,1,1,1,,1,1,2852.9325449,25,2020,01,202001,80,1,4,5,1,,4,10,3,,2,,,,,3
5126832,1,3,1,,1,1,2852.9325449,25,2020,01,202001,80,1,2,2,2,,,2,2,,2,,1,48,878000,2
5126833,1,2,1,,1,1,2115.5213745,25,2020,01,202001,80,1,4,4,2,,,4,3,,2,,,,,3
5126833,1,3,1,,1,1,2115.5213745,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126834,1,1,1,,1,1,2343.8020832,25,2020,01,202001,80,1,4,4,2,,,4,3,,2,,,,,3
5126834,1,2,1,,1,1,2343.8020832,25,2020,01,202001,80,1,4,4,2,,,9,2,,2,,,,,2
5126837,3,1,3,,1,1,1049.6455211,25,2020,01,202001,80,1,4,1,2,,,8,2,,2,,,,,2
5126842,1,2,1,,1,1,1275.9149699,25,2020,01,202001,80,1,1,1,2,,,1,2,,2,,,,,2
5126845,1,1,1,,1,1,2840.6219916,25,2020,01,202001,80,1,4,8,1,,1,1,2,,2,,1,48,1000000,2
5126845,1,2,1,,1,1,2840.6219916,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126846,1,3,1,,1,1,1665.1378294,25,2020,01,202001,80,2,,,,2,,,2,,2,,2,,878000,2
5126847,1,1,1,,1,1,2383.2160751,25,2020,01,202001,80,1,4,7,2,,,9,2,,2,,,,,2
5126849,1,1,1,,1,1,1332.5513971,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126849,1,2,1,,1,1,1332.5513971,25,2020,01,202001,80,1,4,4,1,,4,4,2,,2,,1,60,1000000,2
5126850,1,1,1,,1,1,2129.4994731,25,2020,01,202001,80,1,3,1,2,,,8,3,,2,,1,48,828116,3
5126851,1,1,1,,1,1,1745.6998192,25,2020,01,202001,80,1,1,8,2,,,1,1,1,2,,1,48,877803,1
5126852,1,1,1,,1,1,2952.8958388,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126854,1,2,1,,1,1,1697.7457966,25,2020,01,202001,80,1,4,3,1,,4,9,2,,2,,,,,2
5126854,1,3,1,,1,1,1697.7457966,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126855,1,1,1,,1,1,2532.4524533,25,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5126856,1,1,1,,1,1,2395.742975,25,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5126856,1,2,1,,1,1,2395.742975,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126856,1,3,1,,1,1,2395.742975,25,2020,01,202001,80,1,3,8,2,,,9,1,,1,200000,,,,2
5126859,1,2,1,,2,1,7524.3946834,25,2020,01,202001,80,1,1,3,2,,,12,2,,2,,2,,877013,2
5126861,1,1,1,,2,1,2975.7549134,25,2020,01,202001,80,2,,,,1,1,9,2,,2,,1,40,828116,2
5126864,1,1,1,,2,1,4055.9152084,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5126867,1,2,1,,2,1,3557.2205162,25,2020,01,202001,80,1,2,9,2,,,9,2,,2,,,,,2
5126869,1,2,1,,1,1,2723.7022514,25,2020,01,202001,80,2,,,,1,1,9,2,,2,,,,877803,2
5126872,1,4,1,,1,1,2090.8693968,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126876,1,1,1,,2,1,6028.0582521,25,2020,01,202001,80,1,1,8,2,,,9,2,,1,80000,1,48,877803,2
5126877,1,2,1,,2,1,3715.4971699,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126878,1,2,1,,2,1,8556.185063,25,2020,01,202001,80,1,3,4,2,,,9,1,,2,,1,48,300000,2
5126879,1,1,1,,2,1,5985.7930872,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126879,1,2,1,,2,1,5985.7930872,25,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5126880,1,1,1,,2,1,6468.1225342,25,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5126880,1,2,1,,2,1,6468.1225342,25,2020,01,202001,80,2,,,,2,,,1,2,2,,,,,1
5126885,1,3,1,,2,1,1375.0586401,25,2020,01,202001,80,2,,,,2,,,2,,2,,2,,900000,2
5126886,1,1,1,,2,1,3381.5050856,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5126886,1,2,1,,2,1,3381.5050856,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126886,1,4,1,,2,1,3381.5050856,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126889,1,1,1,,2,1,2265.402896,25,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5126889,1,2,1,,2,1,2265.402896,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126892,1,1,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126892,1,2,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5126894,1,2,1,,2,1,4188.7029504,25,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5126895,1,2,1,,2,1,1375.0586401,25,2020,01,202001,80,1,2,8,2,,,2,2,,2,,1,48,877803,2
5126897,1,1,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5126903,1,2,1,,2,1,2544.6353412,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126905,1,2,1,,2,1,1445.1256904,25,2020,01,202001,80,1,4,1,2,,,9,2,,2,,,,,2
5126906,1,1,1,,2,1,2688.1358099,25,2020,01,202001,80,1,4,4,1,,4,4,2,,2,,,,,2
5126906,1,2,1,,2,1,2688.1358099,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126906,1,4,1,,2,1,2688.1358099,25,2020,01,202001,80,2,,,,2,,,2,,2,,2,,878000,2
5126906,1,5,1,,2,1,2688.1358099,25,2020,01,202001,80,2,,,,1,2,2,2,,2,,2,,878000,2
5126907,1,1,1,,2,1,1375.0586401,25,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5126907,1,2,1,,2,1,1375.0586401,25,2020,01,202001,80,1,1,4,2,,,4,2,,2,,,,,2
5126908,1,2,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5126909,1,2,1,,2,1,4622.4901213,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,2,,900000,2
5126926,1,2,1,,1,1,4431.1406202,25,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5126928,1,1,1,,1,1,3375.2985361,25,2020,01,202001,80,1,4,5,2,,,4,3,,2,,,,,3
5126928,1,2,1,,1,1,3375.2985361,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5126929,1,1,1,,1,1,2792.1300984,25,2020,01,202001,80,1,3,5,2,,,11,3,,2,,,,,3
5126929,1,4,1,,1,1,2792.1300984,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126930,1,4,1,,1,1,3409.4576287,25,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5126930,1,6,1,,1,1,3409.4576287,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126931,1,2,1,,1,1,2424.9543143,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,1,48,500000,2
5126932,1,2,1,,1,1,6595.6277098,25,2020,01,202001,80,1,2,8,2,,,9,2,,2,,2,,900000,2
5126933,1,3,1,,1,1,4486.1242056,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126934,1,3,1,,1,1,5140.9976107,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5126936,1,3,1,,1,1,3538.6289996,25,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5126938,1,3,1,,1,1,3502.4423064,25,2020,01,202001,80,1,1,8,2,,,12,2,,1,828116,1,48,877803,2
5126938,1,5,1,,1,1,3502.4423064,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126940,1,2,1,,1,1,4662.3899743,25,2020,01,202001,80,1,3,8,2,,,2,2,,2,,1,48,877803,2
5126941,1,2,1,,1,1,3267.3812637,25,2020,01,202001,80,1,4,5,2,,,4,3,,2,,,,,3
5126943,1,7,1,,1,1,3557.3311909,25,2020,01,202001,80,1,1,8,2,,,12,2,,1,900000,1,48,828116,2
5126945,1,3,1,,1,1,4056.2632828,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126947,1,2,1,,1,1,4604.4966181,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126948,1,1,1,,1,1,3387.382115,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5126948,1,5,1,,1,1,3387.382115,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126949,1,1,1,,1,1,2144.0180648,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126949,1,2,1,,1,1,2144.0180648,25,2020,01,202001,80,1,3,7,2,,,9,2,,2,,1,48,877803,2
5126951,1,1,1,,1,1,5144.6410739,25,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5126951,1,2,1,,1,1,5144.6410739,25,2020,01,202001,80,1,4,4,2,,,4,1,,2,,,,,2
5126955,1,2,1,,1,1,2640.3113689,25,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5126955,1,6,1,,1,1,2640.3113689,25,2020,01,202001,80,1,2,7,2,,,9,2,,2,,,,,2
5126957,1,1,1,,1,1,3735.1266561,25,2020,01,202001,80,1,1,7,2,,,1,2,,2,,1,48,877803,2
5126960,1,1,1,,1,1,4313.3465583,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5126961,1,2,1,,1,1,3913.2270198,25,2020,01,202001,80,1,4,3,2,,,9,1,,2,,,,,2
5126962,1,4,1,,1,1,3738.4756227,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126962,1,6,1,,1,1,3738.4756227,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126963,1,2,1,,1,1,4489.612327,25,2020,01,202001,80,1,2,3,2,,,9,2,,2,,2,,800000,2
5126964,1,5,1,,1,1,3316.8253215,25,2020,01,202001,80,1,1,9,2,,,8,2,,2,,,,,2
5126967,1,1,1,,1,1,2871.1629473,25,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5126968,1,2,1,,1,1,2555.0697198,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126970,1,3,1,,1,1,5140.9976107,25,2020,01,202001,80,1,1,8,2,,,2,2,,1,750000,,,,2
5126971,1,2,1,,1,1,4732.028345,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126971,1,3,1,,1,1,4732.028345,25,2020,01,202001,80,1,1,8,2,,,12,1,1,1,828116,2,,877803,1
5126971,1,4,1,,1,1,4732.028345,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126972,1,6,1,,1,1,1835.1136844,25,2020,01,202001,80,1,4,8,2,,,8,1,,2,,,,,2
5126972,1,7,1,,1,1,1835.1136844,25,2020,01,202001,80,1,2,8,2,,,9,2,,2,,,,,2
5126973,1,1,1,,1,1,2963.8806835,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5126975,1,5,1,,1,1,2266.3742133,25,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5126978,1,2,1,,1,1,4483.2565516,25,2020,01,202001,80,2,,,,2,,,2,,2,,1,48,877803,2
5126980,1,2,1,,1,1,3395.3134195,25,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5126981,1,2,1,,1,1,2359.5155888,25,2020,01,202001,80,1,3,3,2,,,9,1,,2,,2,,877803,2
5126981,1,5,1,,1,1,2359.5155888,25,2020,01,202001,80,1,4,5,2,,,8,3,,2,,,,,3
5126982,1,2,1,,1,1,4568.1004249,25,2020,01,202001,80,1,3,8,2,,,9,2,,2,,2,,877803,2
5126986,1,1,1,,1,1,5432.1476705,25,2020,01,202001,80,1,2,4,2,,,4,1,1,2,,,,,1
5126987,1,1,1,,1,1,5401.18883,25,2020,01,202001,80,1,1,3,2,,,9,1,1,2,,,,,1
5126987,1,2,1,,1,1,5401.18883,25,2020,01,202001,80,1,1,4,2,,,4,2,,2,,,,,2
5126989,1,2,1,,1,1,1835.1136844,25,2020,01,202001,80,1,4,3,1,,4,8,2,,2,,,,,2
5126993,1,2,1,,1,1,2108.8610869,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5126994,1,3,1,,1,1,4295.7030073,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5126996,1,1,1,,2,1,3461.7510491,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126996,1,2,1,,2,1,3461.7510491,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126997,1,3,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5126998,1,2,1,,2,1,5017.2897342,25,2020,01,202001,80,1,1,3,2,,,1,2,,2,,,,,2
5127000,1,3,1,,2,1,2154.0166437,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127001,1,4,1,,2,1,1375.0586401,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127001,1,5,1,,2,1,1375.0586401,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127001,1,6,1,,2,1,1375.0586401,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127001,1,8,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,8,2,,,4,2,,2,,,,,2
5127003,1,1,1,,1,1,4273.6274937,25,2020,01,202001,80,1,1,4,2,,,4,2,,2,,1,48,877803,2
5127005,1,1,1,,1,1,4273.6274937,25,2020,01,202001,80,1,4,9,2,,,1,2,,2,,1,45,877803,2
5127009,1,1,1,,2,1,1375.0586401,25,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5127009,1,3,1,,2,1,1375.0586401,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127010,1,2,1,,2,1,1375.0586401,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127011,1,1,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,4,2,,,9,2,,2,,,,,2
5127014,1,2,1,,2,1,4579.7302261,25,2020,01,202001,80,1,1,8,2,,,9,2,,2,,2,,877803,2
5127017,1,1,1,,2,1,2265.402896,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127017,1,2,1,,2,1,2265.402896,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5127019,1,2,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5127022,1,1,1,,2,1,2345.6488594,25,2020,01,202001,80,1,1,4,2,,,4,2,,2,,2,,98,2
5127023,1,2,1,,2,1,4351.5672543,25,2020,01,202001,80,1,1,3,2,,,1,2,,2,,,,,2
5127025,1,1,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127025,1,2,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,9,2,,,9,2,,2,,,,,2
5127026,1,1,1,,2,1,1375.0586401,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127027,1,1,1,,2,1,3913.599168,25,2020,01,202001,80,1,1,4,2,,,8,2,,2,,,,,2
5127036,1,4,1,,1,1,2965.4524967,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127039,1,2,1,,1,1,4568.1004249,25,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5127042,1,2,1,,1,1,6077.7141095,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127043,1,3,1,,1,1,2055.3161565,25,2020,01,202001,80,1,1,3,2,,,2,2,,1,230000,2,,877803,2
5127047,1,6,1,,1,1,3939.8071784,25,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5127051,1,2,1,,1,1,4568.1004249,25,2020,01,202001,80,1,4,8,2,,,9,2,,2,,,,,2
5127055,1,5,1,,1,1,4583.9018764,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127061,1,1,1,,2,1,3740.6956175,25,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5127061,1,2,1,,2,1,3740.6956175,25,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5127064,1,2,1,,2,1,1375.0586401,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127068,1,2,1,,2,1,1375.0586401,25,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127069,1,2,1,,2,1,3522.9804705,25,2020,01,202001,80,1,1,3,2,,,9,2,,2,,2,,877083,2
5127073,1,1,1,,2,1,2345.6488594,25,2020,01,202001,80,1,4,4,2,,,4,3,,2,,,,,3
5127077,1,1,1,,1,1,7016.1500883,25,2020,01,202001,80,1,2,3,2,,,4,2,,2,,,,1000000,2
5127077,1,3,1,,1,1,7016.1500883,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127078,1,2,1,,1,1,5454.2231842,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127080,1,2,1,,1,1,5753.2007604,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127091,1,2,1,,1,1,3610.333967,25,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127092,1,2,1,,1,1,3691.4233417,25,2020,01,202001,80,1,2,3,2,,,9,2,,2,,1,36,500000,2
5127094,1,1,1,,1,1,4589.7207212,25,2020,01,202001,80,1,3,5,2,,,10,3,,2,,,,,3
5127106,1,1,1,,2,1,1365.3947712,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127106,1,2,1,,2,1,1365.3947712,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127106,1,3,1,,2,1,1365.3947712,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127107,1,1,1,,2,1,2326.1119189,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127107,1,2,1,,2,1,2326.1119189,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127108,1,2,1,,2,1,1767.044344,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127111,1,1,1,,2,1,2460.0208114,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127111,1,2,1,,2,1,2460.0208114,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127111,1,3,1,,2,1,2460.0208114,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127111,1,4,1,,2,1,2460.0208114,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127112,1,1,1,,2,1,2120.5019307,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,46,300000,2
5127112,1,2,1,,2,1,2120.5019307,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,35,250000,2
5127112,1,3,1,,2,1,2120.5019307,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127114,1,1,1,,2,1,1633.9661669,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,50,200000,2
5127114,1,2,1,,2,1,1633.9661669,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127114,1,3,1,,2,1,1633.9661669,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127114,1,4,1,,2,1,1633.9661669,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127115,1,1,1,,2,1,1898.1692601,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,50,250000,2
5127115,1,2,1,,2,1,1898.1692601,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127115,1,3,1,,2,1,1898.1692601,27,2020,01,202001,80,2,,,,1,2,6,2,,2,,1,48,200000,2
5127115,1,4,1,,2,1,1898.1692601,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127116,1,1,1,,2,1,1483.3345921,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127116,1,2,1,,2,1,1483.3345921,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127118,1,1,1,,1,1,818.60245114,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127118,1,3,1,,1,1,818.60245114,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127118,1,4,1,,1,1,818.60245114,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127119,1,2,1,,1,1,858.80370361,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127123,1,1,1,,1,1,603.24774815,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127123,1,2,1,,1,1,603.24774815,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127123,1,3,1,,1,1,603.24774815,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127126,1,2,1,,1,1,737.25250654,27,2020,01,202001,80,2,,,,2,,,2,,2,,1,40,400000,2
5127127,1,1,1,,1,1,533.56564735,27,2020,01,202001,80,1,3,8,2,,,12,2,,1,900000,1,40,900000,2
5127128,1,1,1,,1,1,291.84301816,27,2020,01,202001,80,1,1,8,2,,,1,2,,2,,1,40,850000,2
5127132,1,1,1,,1,1,544.95674749,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127132,1,2,1,,1,1,544.95674749,27,2020,01,202001,80,1,4,5,2,,,8,3,,2,,,,,3
5127134,1,2,1,,1,1,1167.3720727,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127134,1,3,1,,1,1,1167.3720727,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127134,1,4,1,,1,1,1167.3720727,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127135,1,1,1,,1,1,291.84301816,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127135,1,3,1,,1,1,291.84301816,27,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5127138,1,3,1,,1,1,970.50929133,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127138,1,6,1,,1,1,970.50929133,27,2020,01,202001,80,1,2,6,2,,,1,2,,2,,1,40,877000,2
5127139,1,2,1,,1,1,423.51018601,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127142,1,1,1,,2,1,883.38254088,27,2020,01,202001,80,1,4,3,2,,,1,2,,2,,1,48,500000,2
5127150,1,1,1,,2,1,1031.174726,27,2020,01,202001,80,1,4,3,2,,,1,2,,2,,1,50,500000,2
5127150,1,2,1,,2,1,1031.174726,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,2,,300000,2
5127151,1,1,1,,2,1,1416.4633107,27,2020,01,202001,80,1,4,6,2,,,1,2,,2,,1,48,800000,2
5127153,1,2,1,,2,1,873.02234706,27,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5127154,1,4,1,,2,1,1614.4136032,27,2020,01,202001,80,2,,,,1,2,1,2,,2,,1,40,812000,2
5127157,1,1,1,,2,1,1192.6947363,27,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5127157,1,2,1,,2,1,1192.6947363,27,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5127159,1,1,1,,2,1,1164.3083165,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127166,1,2,1,,2,1,1164.3083165,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127170,1,4,1,,2,1,830.26198843,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127173,1,1,1,,2,1,1553.6335499,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127175,1,1,1,,2,1,733.52626805,27,2020,01,202001,80,1,4,6,2,,,1,2,,2,,1,48,900000,2
5127175,1,2,1,,2,1,733.52626805,27,2020,01,202001,80,1,4,3,1,,3,1,2,,2,,1,40,300000,2
5127176,1,1,1,,2,1,1660.8199126,27,2020,01,202001,80,2,,,,2,,,3,,2,,,,,3
5127177,1,1,1,,2,1,1031.174726,27,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5127177,1,2,1,,2,1,1031.174726,27,2020,01,202001,80,2,,,,1,4,1,2,,2,,2,,300000,2
5127178,1,1,1,,2,1,1873.3059392,27,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5127178,1,2,1,,2,1,1873.3059392,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127179,1,1,1,,2,1,1822.3399229,27,2020,01,202001,80,1,4,6,2,,,1,2,,2,,1,40,300000,2
5127181,1,2,1,,2,1,615.08834121,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127181,1,3,1,,2,1,615.08834121,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127181,1,4,1,,2,1,615.08834121,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127183,1,1,1,,2,1,1822.3399229,27,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5127185,1,2,1,,2,1,615.08834121,27,2020,01,202001,80,1,3,8,2,,,1,2,,2,,1,40,815000,2
5127192,1,2,1,,1,1,419.95981407,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127198,1,1,1,,1,1,548.14017833,27,2020,01,202001,80,1,4,6,2,,,1,2,,2,,1,48,500000,2
5127201,1,1,1,,2,1,1822.3399229,27,2020,01,202001,80,1,4,6,2,,,1,2,,2,,,,,2
5127203,1,2,1,,2,1,748.07392402,27,2020,01,202001,80,1,4,9,2,,,9,2,,2,,,,,2
5127203,1,5,1,,2,1,748.07392402,27,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5127205,1,1,1,,2,1,711.50233677,27,2020,01,202001,80,1,4,3,2,,,4,2,,2,,,,,2
