DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,RAMA4D_D_R4,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY
5106080,1,3,1,63,1,3110,31,1,148.41988854,63,2020,01,202001,70,2,48,4,2,2,4,1,2,8,,,,,,,,1,2,,828116,2,,79,79,1
5106080,1,4,1,63,1,1410,14,1,148.41988854,63,2020,01,202001,70,8,48,4,2,8,4,1,2,8,,,,,,,,1,2,,828116,2,,79,79,1
5106080,1,5,1,63,1,6412,64,1,148.41988854,63,2020,01,202001,70,52,48,1,2,52,1,9,2,8,,,,,,,,1,2,,828116,2,,44,44,2
5106081,1,2,1,63,1,5613,56,1,185.21528891,63,2020,01,202001,70,52,52,1,2,85,1,4,2,1,,,,,,,,1,2,,828116,2,,45,50,2
5106082,1,3,1,63,1,8530,85,1,184.05852594,63,2020,01,202001,70,259,40,1,2,259,1,6,2,1,,,,,,,,1,2,,828116,2,,13,19,2
5106086,1,3,1,63,1,4631,46,1,179.65528012,63,2020,01,202001,70,24,48,1,2,48,1,5,2,3,,,,,,,,1,2,,828116,2,,95,62,2
5106092,1,2,1,63,1,4111,41,1,189.42765087,63,2020,01,202001,70,3,48,1,2,12,1,4,2,1,,1,,,,,,,2,,828116,1,2,95,95,1
5106093,1,2,1,63,1,8530,85,1,132.48671613,63,2020,01,202001,70,3,40,1,2,3,1,5,2,2,,1,,,,,,,1,1030000,2100000,1,1,13,13,1
5106097,1,4,1,63,1,6920,69,1,163.49232984,63,2020,01,202001,70,8,30,1,2,12,1,2,2,1,,,,,,,,1,2,,700000,2,,59,33,1
5106104,1,1,1,63,1,8121,81,1,92.294159915,63,2020,01,202001,70,4,48,4,2,4,4,1,2,1,,,,,,,,1,1,30000,500000,2,,55,55,1
5106107,1,3,1,63,1,3110,31,1,61.569625778,63,2020,01,202001,70,2,48,1,2,2,1,9,2,1,,,,,,,,1,1,925000,828116,2,,33,33,1
5106107,1,4,1,63,1,4771,47,1,61.569625778,63,2020,01,202001,70,52,48,1,2,52,1,5,2,1,,,,,,,,1,2,,828116,2,,45,45,2
5106111,1,1,1,63,1,5320,53,1,120.97835147,63,2020,01,202001,70,24,48,1,2,24,1,3,2,1,,,,,,,,1,2,,828116,2,,39,39,2
5106120,1,3,1,63,1,4111,41,1,197.88484915,63,2020,01,202001,70,52,48,1,2,52,1,6,2,4,,,,,,,,1,2,,850000,2,,39,39,2
5106123,1,1,1,66,1,8412,84,1,260.86128809,66,2020,01,202001,70,26,48,1,2,52,4,9,2,1,,,,,,,,1,2,,828116,2,,39,39,2
5106128,1,6,1,66,1,6820,68,1,241.11566716,66,2020,01,202001,70,48,48,1,2,50,1,4,2,1,1,,,,,,,,2,,850000,1,1,39,39,2
5106138,1,1,1,66,1,3600,36,1,343.1728828,66,2020,01,202001,70,96,48,1,2,96,2,9,2,1,,,,,,,,1,2,,1500000,2,,02,02,2
5106139,1,1,1,66,1,4631,46,1,342.59945639,66,2020,01,202001,70,52,50,1,2,99,1,5,2,2,,,,,,,,1,2,,828116,2,,45,45,2
5106140,1,3,1,66,1,4772,47,1,228.19583262,66,2020,01,202001,70,2,48,1,2,2,1,4,2,1,,,,,,,,1,1,828116,828116,2,,45,45,1
5106144,1,3,1,66,1,8010,80,1,236.1568138,66,2020,01,202001,70,48,48,1,2,48,1,9,2,1,,,,,,,,1,2,,828116,2,,97,58,2
5106152,1,3,1,66,1,1040,10,1,260.28961739,66,2020,01,202001,70,24,48,1,2,24,1,9,2,1,,,,,,,,1,2,,828116,2,,32,45,2
5106152,1,4,1,66,1,.,,1,260.28961739,66,2020,01,202001,70,24,48,1,1,,,,,,,,,,,,,,,,800000,,,54,,2
5106164,1,2,1,66,1,1040,10,1,268.92035246,66,2020,01,202001,70,8,48,1,2,8,1,9,2,1,,,,,,,,1,2,,828116,2,,45,45,1
5106164,1,5,1,66,1,1410,14,1,268.92035246,66,2020,01,202001,70,26,48,1,2,26,1,9,2,1,,,,,,,,1,2,,828116,2,,97,97,2
5106164,1,9,1,66,1,1040,10,1,268.92035246,66,2020,01,202001,70,8,48,1,2,8,1,9,2,1,,,,,,,,1,2,,828116,2,,58,58,1
5106177,1,1,1,66,1,4111,41,1,325.79431068,66,2020,01,202001,70,4,48,4,2,4,4,1,2,1,,,,,,,,1,1,1000000,900000,2,,95,95,1
5106181,1,6,1,66,1,9700,97,1,387.53115576,66,2020,01,202001,70,24,48,1,2,24,3,1,2,1,,,,,,,,1,2,,828116,2,,45,54,2
5106184,1,1,1,66,1,4923,49,1,271.39114942,66,2020,01,202001,70,24,48,1,2,24,1,2,2,1,,,,,,,,1,2,,1600000,2,,98,98,2
5106188,1,1,1,66,1,0123,01,1,251.45516966,66,2020,01,202001,70,4,48,1,2,4,8,7,2,1,,,,,,,,1,1,800000,1000000,2,,45,62,1
5106194,1,3,1,66,1,8621,86,1,313.3317449,66,2020,01,202001,70,48,48,1,2,48,4,9,2,1,,,,,,,,1,2,,900000,2,,59,59,2
5106212,1,3,1,68,1,4220,42,1,872.82569857,68,2020,01,202001,70,4,48,1,2,4,1,9,2,7,,,,,,,,1,1,3600000,4000000,2,,02,02,1
5106213,1,1,1,68,1,4210,42,1,461.02053926,68,2020,01,202001,70,32,48,1,2,32,1,5,2,1,,1,,,,,,,2,,2000000,1,2,95,95,2
5106232,1,1,1,68,1,2511,25,1,806.48105494,68,2020,01,202001,70,24,48,1,2,24,1,5,2,1,,,,,,,,1,2,,1500000,2,,02,21,2
5106233,1,1,1,68,1,4111,41,1,576.63828928,68,2020,01,202001,70,4,45,1,2,4,4,1,2,3,,,,,,,,1,1,500000,1600000,2,,95,95,1
5106240,1,1,1,68,1,4111,41,1,1742.5723603,68,2020,01,202001,70,12,60,4,2,12,1,2,2,1,,,,,,,,1,2,,828200,2,,95,95,1
5106246,1,3,1,68,1,.,,1,1423.5165649,68,2020,01,202001,70,4,40,1,1,,,,,,,,,,,,,,,,925000,,,45,,1
5106255,1,2,1,68,1,8413,84,1,810.11051473,68,2020,01,202001,70,36,48,1,2,192,4,9,2,2,,,,,,,,1,2,,2000000,2,,21,31,2
5106268,1,1,1,70,1,9700,97,1,125.22812276,70,2020,01,202001,70,4,48,1,2,8,3,1,2,1,,,,,,,,1,2,,828116,2,,44,54,1
5106269,1,2,1,70,1,.,,1,103.71858908,70,2020,01,202001,70,4,40,1,1,,,,,,,,,,,,,,,,1000000,,,19,,1
5106275,1,1,1,73,1,0141,01,1,159.24292914,73,2020,01,202001,70,12,48,1,2,12,1,8,2,1,,,,,,,,1,2,,830000,2,,98,98,1
5106275,1,5,1,73,1,4923,49,1,159.24292914,73,2020,01,202001,70,8,48,1,2,8,1,3,2,4,,,,,,,,1,2,,1500000,2,,98,98,1
5106281,1,2,1,73,1,8530,85,1,318.01951433,73,2020,01,202001,70,8,48,1,2,8,1,8,2,4,,,,,,,,1,2,,1640000,2,,13,13,1
5106289,1,3,1,73,1,9329,93,1,367.56851515,73,2020,01,202001,70,8,48,1,2,8,1,4,2,3,,,,,,,,1,2,,3000000,2,,08,21,1
5106292,1,2,1,73,1,8530,85,1,402.99006505,73,2020,01,202001,70,12,48,1,2,15,1,9,2,7,,,,,,,,1,2,,2800000,2,,02,02,1
5106295,1,2,1,73,1,8530,85,1,286.1202791,73,2020,01,202001,70,5,40,1,2,5,1,9,2,3,,,,,,,,1,2,,1600000,2,,13,13,1
5106303,1,3,1,76,1,.,,1,942.5393597,76,2020,01,202001,70,5,40,1,1,,,,,,,,,,,,,,,,828116,,,45,,1
5106317,1,3,1,76,1,8559,85,1,706.79194045,76,2020,01,202001,70,4,48,1,2,2,4,4,2,7,,,,,,,,1,1,300000,980000,2,,33,13,1
5106321,1,1,1,76,1,4111,41,1,1349.4243817,76,2020,01,202001,70,16,48,5,2,4,5,2,2,8,,,,,,,,1,2,,800000,2,,95,95,2
5106322,1,1,1,76,1,3110,31,1,613.46865288,76,2020,01,202001,70,1,48,4,2,1,4,4,2,1,,,,,,,,1,1,1200000,1000000,2,,93,93,1
5106322,1,2,1,76,1,4632,46,1,613.46865288,76,2020,01,202001,70,8,48,1,2,9,1,2,2,2,,,,,,,,1,2,,880000,2,,45,33,1
5106331,1,2,1,76,1,8121,81,1,721.15920996,76,2020,01,202001,70,2,48,1,2,2,1,3,2,8,,,,,,,,1,1,700000,1400000,2,,55,55,1
5106333,1,1,1,76,1,4711,47,1,904.72481796,76,2020,01,202001,70,8,60,1,2,25,4,1,2,2,,,,,,,,1,2,,98,2,,92,41,1
5106349,1,4,1,76,1,5611,56,1,863.0482603,76,2020,01,202001,70,4,48,1,2,4,1,4,2,8,,,,,,,,1,2,,900000,2,,53,99,1
5106351,1,1,1,76,1,1089,10,1,1038.6333428,76,2020,01,202001,70,9,48,1,2,10,1,9,2,8,,,,,,,,1,2,,828116,2,,77,77,1
5106354,1,4,1,76,1,5619,56,1,1545.0474146,76,2020,01,202001,70,4,48,1,2,13,1,4,2,1,,,,,,,,1,2,,828116,2,,55,53,1
5106355,1,1,1,76,1,3312,33,1,705.67208319,76,2020,01,202001,70,14,48,4,2,14,4,1,2,1,1,,,,,,,,2,,1000000,1,2,84,84,2
5106355,1,3,1,76,1,8412,84,1,705.67208319,76,2020,01,202001,70,5,48,4,2,5,4,9,2,4,,,,,,,,1,2,,1000000,2,,39,39,1
5106360,1,3,1,76,1,.,,1,683.5683667,76,2020,01,202001,70,1,48,1,1,,,,,,,,,,,,,,,,700000,,,45,,1
5106368,1,1,1,76,1,4771,47,1,982.11726211,76,2020,01,202001,70,52,35,1,2,52,1,9,2,1,,,,,,,,1,2,,877803,2,,45,45,2
5106390,1,1,1,88,1,4210,42,1,70.540884291,88,2020,01,202001,70,,,,,,,,,,,,,,,,,,,,,,,,,
5106404,1,1,1,81,1,,,1,103.20147394,81,2020,01,202001,70,24,84,1,2,24,1,4,2,7,,,,,,,,1,2,,450000,2,,,,
5106404,1,6,1,81,1,,,1,103.20147394,81,2020,01,202001,70,12,94,1,2,60,3,2,2,7,,,,,,,,1,2,,450000,2,,,,
5106406,1,2,1,81,1,,,1,147.60800086,81,2020,01,202001,70,24,48,1,2,24,1,9,2,4,,,,,,,,1,2,,900000,2,,,,
5106411,1,2,1,81,1,,,1,116.36429702,81,2020,01,202001,70,2,48,1,2,2,4,9,2,1,1,,,,,,,,1,98,1000000,1,1,,,
5106418,1,2,1,81,1,,,1,103.20147394,81,2020,01,202001,70,2,48,1,2,2,4,1,2,1,,,,,,,,1,1,98,828116,2,,,,
5106419,1,2,1,81,1,,,1,232.11450052,81,2020,01,202001,70,12,70,1,2,48,1,3,2,1,,,,,,,,1,2,,900000,2,,,,
5106420,1,2,1,81,1,,,1,412.80589574,81,2020,01,202001,70,16,48,1,2,16,4,1,2,1,,,,,,,,1,2,,900000,2,,,,
5106420,1,4,1,81,1,,,1,412.80589574,81,2020,01,202001,70,8,48,3,2,8,3,1,2,1,,,,,,,,1,2,,700000,2,,,,
5106422,1,2,1,81,1,,,1,316.62100017,81,2020,01,202001,70,2,40,4,2,2,4,1,2,1,,,,,,,,1,1,98,828116,2,,,,
5106423,1,1,1,81,1,,,1,259.200686,81,2020,01,202001,70,2,48,1,2,2,1,4,2,6,,,,,,,,1,1,450000,900000,2,,,,
5106425,1,2,1,85,1,,,1,360.25212628,85,2020,01,202001,70,3,48,1,2,16,4,1,2,2,,,,,,,,1,2,,877000,2,,,,
5106426,1,2,1,85,1,,,1,336.84586025,85,2020,01,202001,70,2,48,1,2,2,4,9,2,3,,,,,,,,1,1,2500000,1500000,2,,,,
5106433,1,2,1,86,1,,,1,113.4341339,86,2020,01,202001,70,72,48,1,2,72,1,1,2,1,,,,,,,,1,2,,900000,2,,,,
5106434,1,2,1,86,1,,,1,140.46739401,86,2020,01,202001,70,2,40,3,2,2,3,1,2,1,,,,,,,,1,1,98,900000,2,,,,
5106434,1,4,1,86,1,,,1,140.46739401,86,2020,01,202001,70,24,48,1,2,24,1,2,2,1,,,,,,,,1,2,,900000,2,,,,
5106435,1,3,1,86,1,,,1,175.27506681,86,2020,01,202001,70,16,48,4,2,16,4,2,2,1,,,,,,,,1,2,,900000,2,,,,
5106442,1,3,1,94,1,,,1,31.425878194,94,2020,01,202001,70,4,40,4,2,6,4,5,2,1,,,,,,,,1,2,,800000,2,,,,
5106446,1,2,1,99,1,,,1,59.954267965,99,2020,01,202001,70,1,40,2,2,1,4,9,2,1,,1,,,,,,,1,1200000,1800000,1,1,,,
5106447,1,4,1,99,1,,,1,52.158431477,99,2020,01,202001,70,1,40,1,2,1,1,4,2,4,,,,,,,,1,1,1200000,900000,2,,,,
5106539,1,1,1,05,1,7110,71,1,1497.6195247,05,2020,01,202001,70,4,48,1,2,4,1,9,2,3,,,,,,,,1,2,,3000000,2,,02,02,1
5106542,1,1,1,05,1,6412,64,1,1111.3994113,05,2020,01,202001,70,52,48,1,2,52,1,9,2,2,,,,,,,,1,2,,2200000,2,,03,03,2
5106542,1,3,1,05,1,8553,85,1,1111.3994113,05,2020,01,202001,70,4,48,4,2,4,1,3,2,1,1,,,,,,,,1,306000,900000,1,1,13,13,1
5106550,1,2,1,05,1,2394,23,1,1379.2005823,05,2020,01,202001,70,16,48,1,2,16,1,9,2,1,1,,,,,,,,2,,2000000,1,1,02,02,2
5106550,1,3,1,05,1,1410,14,1,1379.2005823,05,2020,01,202001,70,210,48,1,2,120,1,8,2,4,,,,,,,,1,2,,1000000,2,,70,70,2
5106559,1,1,1,05,1,9700,97,1,1443.6431801,05,2020,01,202001,70,2,48,3,2,2,3,1,2,1,,,,,,,,1,1,120000,828116,2,,54,54,1
5106559,1,2,1,05,1,2229,22,1,1443.6431801,05,2020,01,202001,70,2,48,1,2,2,1,3,2,1,,,,,,,,1,1,828116,828116,2,,97,97,1
5106565,1,1,1,05,1,4921,49,1,1119.6483545,05,2020,01,202001,70,24,48,1,2,24,4,1,2,1,,,,,,,,1,2,,900000,2,,98,98,2
5106565,2,4,2,05,1,5621,56,1,1119.6483545,05,2020,01,202001,70,3,48,1,2,3,1,7,2,1,,,,,,,,1,1,800000,900000,2,,92,53,1
5106572,1,3,1,05,1,.,,1,609.03070762,05,2020,01,202001,70,2,48,1,1,,,,,,,,,,,,,,,,828116,,,39,,1
5106579,1,1,1,05,1,4111,41,1,1353.3490742,05,2020,01,202001,70,24,48,4,2,24,4,1,2,1,,,,,,,,1,2,,828116,2,,95,95,2
5106580,1,1,1,05,1,4771,47,1,1087.4090692,05,2020,01,202001,70,24,48,1,2,24,1,2,2,2,,,,,,,,1,2,,828116,2,,45,45,2
5106583,1,5,1,05,1,1410,14,1,1179.1574275,05,2020,01,202001,70,3,48,1,2,3,1,2,2,1,,,,,,,,1,1,500000,900000,2,,79,79,1
5106586,1,2,1,05,1,6820,68,1,1017.0016672,05,2020,01,202001,70,12,48,3,2,36,1,4,2,2,,,,,,,,1,2,,980000,2,,54,55,1
5106597,1,5,1,05,1,8020,80,1,1095.2130641,05,2020,01,202001,70,3,48,1,2,3,1,2,2,1,,,,,,,,1,1,30000,980000,2,,83,83,1
5106599,1,3,1,05,1,4771,47,1,595.54784858,05,2020,01,202001,70,104,48,1,2,104,1,3,2,1,,,,,,,,1,2,,1000000,2,,45,45,2
5106599,1,4,1,05,1,5630,56,1,595.54784858,05,2020,01,202001,70,6,48,4,2,6,4,9,2,1,,,,,,,,1,2,,900000,2,,41,59,1
5106600,2,4,2,05,1,5619,56,1,907.89116289,05,2020,01,202001,70,32,48,1,2,4,4,1,2,7,,,,,,,,1,1,600000,828116,2,,95,45,2
5106603,1,2,1,05,1,4921,49,1,1667.7075331,05,2020,01,202001,70,2,48,1,2,8,1,8,2,1,,,1,,,,,,2,,1200000,2,,98,98,1
5106605,1,3,1,05,1,8692,86,1,624.75647063,05,2020,01,202001,70,24,48,1,2,24,1,2,2,1,,,,,,,,1,2,,828116,2,,45,45,2
5106620,1,2,1,05,1,8544,85,1,700.77906583,05,2020,01,202001,70,3,40,4,2,3,4,9,2,1,1,,,,,,,,1,2200000,3500000,1,2,13,13,1
5106644,1,2,1,05,1,8511,85,1,1357.1250766,05,2020,01,202001,70,7,24,1,2,24,1,3,2,2,,,,,,,,1,2,,828116,2,,59,59,1
5106649,1,2,1,05,1,5221,52,1,599.61025702,05,2020,01,202001,70,104,48,1,2,250,1,9,2,2,,,,,,,,1,2,,828116,2,,45,33,2
5106650,1,1,1,05,1,4111,41,1,826.68100808,05,2020,01,202001,70,12,60,4,2,12,4,1,2,1,,,,,,,,1,2,,828116,2,,95,95,1
5106661,1,3,1,05,1,4923,49,1,789.18285524,05,2020,01,202001,70,4,24,1,2,4,1,8,2,2,,,,,,,,1,1,900000,828116,2,,03,03,1
5106663,1,1,1,05,1,4330,43,1,1354.1546956,05,2020,01,202001,70,2,48,1,2,5,4,1,2,2,,,,,,,,1,2,,1200000,2,,93,93,1
5106669,1,2,1,05,1,.,,1,1255.9562678,05,2020,01,202001,70,2,48,1,1,,,,,,,,,,,,,,,,828116,,,44,,1
5106685,1,1,1,05,1,8551,85,1,1445.5460418,05,2020,01,202001,70,3,40,4,2,3,4,9,2,3,1,,,,,,,,1,2000000,3000000,1,1,13,13,1
5106712,1,4,1,08,1,5630,56,1,429.39690456,08,2020,01,202001,70,52,48,1,2,12,1,4,2,8,,,,,,,,1,2,,830000,2,,53,53,2
5106720,1,2,1,08,1,9700,97,1,759.655411,08,2020,01,202001,70,24,48,3,2,25,3,1,2,8,,,,,,,,1,2,,600000,2,,54,54,2
5106733,2,2,2,08,1,5611,56,1,993.82101595,08,2020,01,202001,70,2,72,1,2,2,1,4,2,8,,,,,,,,1,1,750000,828116,2,,53,53,1
5106735,2,2,2,08,1,9700,97,1,922.39250001,08,2020,01,202001,70,3,48,1,2,3,3,1,2,1,,,,,,,,1,1,200000,800000,2,,45,54,1
5106739,1,2,1,08,1,.,,1,789.50296677,08,2020,01,202001,70,8,48,1,1,,,,,,,,,,,,,,,,500000,,,45,,1
5106751,1,2,1,08,1,4752,47,1,736.64260729,08,2020,01,202001,70,12,48,1,2,36,1,3,2,1,,,,,,,,1,2,,828000,2,,55,55,1
5106751,1,3,1,08,1,.,,1,736.64260729,08,2020,01,202001,70,6,24,1,1,,,,,,,,,,,,,,,,414000,,,40,,1
5106762,1,3,1,08,1,9700,97,1,349.04571364,08,2020,01,202001,70,20,48,1,2,26,3,1,2,1,,,,,,,,1,2,,500000,2,,53,54,2
5106774,1,4,1,08,1,8121,81,1,282.5169358,08,2020,01,202001,70,1,48,1,2,2,1,7,2,1,,,,,,,,1,1,98,877000,2,,58,58,1
5106776,1,4,1,08,1,4923,49,1,322.09847874,08,2020,01,202001,70,4,48,1,2,8,1,9,2,4,,,,,,,,1,2,,1200000,2,,19,19,1
5106783,1,2,1,08,1,8512,85,1,486.0051375,08,2020,01,202001,70,4,48,1,2,28,1,6,2,1,,,,,,,,1,2,,877000,2,,03,03,1
5106798,1,2,1,08,1,8299,82,1,564.81559479,08,2020,01,202001,70,24,32,1,2,30,1,9,2,1,,,,,,,,1,2,,870000,2,,55,39,2
5106808,1,3,1,08,1,.,,1,1646.7078631,08,2020,01,202001,70,3,48,1,1,,,,,,,,,,,,,,,,870000,,,39,,1
5106810,1,4,1,08,1,4711,47,1,935.22472629,08,2020,01,202001,70,20,48,1,2,20,1,9,2,8,,,,,,,,1,2,,830000,2,,03,97,2
5106816,1,3,1,08,1,8413,84,1,683.39370122,08,2020,01,202001,70,16,48,1,2,16,1,9,2,1,,,,,,,,1,2,,900000,2,,44,39,2
5106817,1,3,1,08,1,4321,43,1,322.33051344,08,2020,01,202001,70,4,48,1,2,4,1,3,2,1,,,,,,,,1,1,400000,828000,2,,85,85,1
5106819,1,2,1,08,1,1410,14,1,714.69591848,08,2020,01,202001,70,3,48,1,2,3,1,4,2,1,,,,,,,,1,1,900000,877000,2,,79,79,1
5106821,1,6,1,08,1,5630,56,1,282.5169358,08,2020,01,202001,70,52,40,1,2,104,1,2,2,1,,,,,,,,1,2,,980000,2,,97,45,2
5106823,1,3,1,08,1,.,,1,597.23811549,08,2020,01,202001,70,2,48,1,1,,,,,,,,,,,,,,,,828116,,,53,,1
5106833,1,3,1,08,1,1089,10,1,683.39370122,08,2020,01,202001,70,24,48,1,2,24,1,9,2,3,,,,,,,,1,2,,1000000,2,,45,45,2
5106834,1,2,1,08,1,8890,88,1,322.33051344,08,2020,01,202001,70,12,48,1,2,12,1,3,2,1,,,,,,,,1,2,,828000,2,,45,54,1
5106836,1,4,1,08,1,4711,47,1,332.95025753,08,2020,01,202001,70,8,48,1,2,48,1,6,2,2,,,,,,,,1,2,,2000000,2,,21,42,1
5106858,1,3,1,08,1,5911,59,1,282.5169358,08,2020,01,202001,70,52,48,1,2,8,1,6,2,9,,,,,,,,1,2,,1500000,2,,15,16,2
5106886,1,3,1,11,1,4771,47,1,2321.7862718,11,2020,01,202001,70,2,48,1,2,2,1,7,2,1,,,,,,,,1,2,,828116,2,,38,97,1
5106886,1,4,1,11,1,4711,47,1,2321.7862718,11,2020,01,202001,70,24,48,1,2,24,1,9,2,8,,,,,,,,1,2,,828116,2,,45,45,2
5106887,1,3,1,11,1,6209,62,1,2771.0993019,11,2020,01,202001,70,45,60,4,2,45,4,7,2,5,1,,,,,,,,2,,6000000,1,1,21,21,2
5106890,1,2,1,11,1,6311,63,1,2537.4249418,11,2020,01,202001,70,8,40,1,2,52,4,6,2,2,,,,,,,,1,2,,1700000,2,,02,34,1
5106890,1,4,1,11,1,4542,45,1,2537.4249418,11,2020,01,202001,70,8,40,1,2,4,1,3,2,2,,,,,,,,1,2,,980000,2,,45,21,1
5106891,1,2,1,11,1,5611,56,1,3558.4572243,11,2020,01,202001,70,24,40,1,2,28,1,6,2,8,,,,,,,,1,2,,828116,2,,53,53,2
5106899,1,3,1,11,1,9602,96,1,3379.3229968,11,2020,01,202001,70,2,40,3,2,4,4,1,2,2,,,,,,,,1,1,300000,828116,2,,54,57,1
5106903,1,6,1,11,1,.,,1,3151.9707318,11,2020,01,202001,70,4,60,1,1,,,,,,,,,,,,,,,,828116,,,33,,1
5106905,1,2,1,11,1,8530,85,1,3685.9476339,11,2020,01,202001,70,52,48,1,2,52,1,5,2,9,1,,,,,,,,2,,4500000,1,2,17,13,2
5106907,1,1,1,11,1,7110,71,1,3541.9760613,11,2020,01,202001,70,4,20,4,2,4,4,1,2,5,,,,,,,,1,1,12000000,98,3,,02,02,1
5106913,1,1,1,11,1,8512,85,1,3160.868631,11,2020,01,202001,70,240,48,1,2,240,2,6,2,3,1,,,,,,,,2,,828116,1,2,13,13,2
5106914,1,3,1,11,1,4641,46,1,2534.1151829,11,2020,01,202001,70,24,48,1,2,24,1,9,2,3,,,,,,,,1,2,,900000,2,,45,45,2
5106915,1,1,1,11,1,8530,85,1,3088.4103372,11,2020,01,202001,70,2,48,1,2,7,1,8,2,8,,,,,,,,1,2,,1200000,2,,13,13,1
5106920,1,4,1,11,1,7310,73,1,1601.0513798,11,2020,01,202001,70,4,48,1,2,8,1,7,2,4,,,,,,,,1,2,,1000000,2,,33,33,1
5106934,1,2,1,11,1,4923,49,1,2684.7644046,11,2020,01,202001,70,1,72,4,2,1,4,1,2,2,,,,,,,,1,1,400000,828116,2,,97,97,1
5106944,1,2,1,11,1,8559,85,1,2885.0080807,11,2020,01,202001,70,12,48,1,2,208,1,6,2,2,,,,,,,,1,2,,1000000,2,,32,44,1
5106949,1,4,1,11,1,9700,97,1,2743.0709964,11,2020,01,202001,70,40,40,3,2,2,3,1,2,1,,,,,,,,1,1,200000,800000,2,,54,54,2
5106951,1,2,1,11,1,1081,10,1,2224.7985889,11,2020,01,202001,70,6,48,4,2,24,1,4,2,8,,,,,,,,1,2,,850000,2,,55,45,1
5106959,1,3,1,11,1,6910,69,1,2313.2775958,11,2020,01,202001,70,5,48,1,2,5,1,7,2,8,,,,,,,,1,2,,2000000,2,,12,12,1
5106959,1,4,1,11,1,8220,82,1,2313.2775958,11,2020,01,202001,70,28,48,1,2,28,1,9,2,7,,,,,,,,1,2,,828116,2,,39,38,2
5106960,1,3,1,11,1,4111,41,1,2771.0993019,11,2020,01,202001,70,6,48,1,2,6,4,7,2,1,,,,,,,,1,2,,4000000,2,,05,05,1
5106961,1,2,1,11,1,9491,94,1,3045.0379649,11,2020,01,202001,70,24,48,1,2,48,4,2,2,1,,,,,,1,,,2,,828116,2,,79,14,2
5106961,1,3,1,11,1,1081,10,1,3045.0379649,11,2020,01,202001,70,24,48,1,2,48,1,6,2,1,,,,,,,,1,2,,828116,2,,53,53,2
5106961,1,4,1,11,1,1081,10,1,3045.0379649,11,2020,01,202001,70,24,48,1,2,48,1,6,2,1,,,,,,,,1,2,,828116,2,,53,53,2
5106961,2,3,2,11,1,.,,1,3045.0379649,11,2020,01,202001,70,6,60,1,1,,,,,,,,,,,,,,,,700000,,,45,,1
5106963,1,3,1,11,1,9609,96,1,2510.4622272,11,2020,01,202001,70,3,4,1,2,6,4,1,2,2,,,,,,,,1,2,,877803,2,,59,59,1
5106964,1,3,1,11,1,4111,41,1,3552.7690256,11,2020,01,202001,70,1,48,1,2,3,1,7,2,4,,,1,,,,,,1,600000,1080000,2,,95,95,1
5106974,1,3,1,11,1,8220,82,1,2923.5795504,11,2020,01,202001,70,2,48,1,2,4,1,9,2,2,,,,,,,,1,2,,828116,2,,38,38,1
5106977,1,3,1,11,1,9329,93,1,1996.1566934,11,2020,01,202001,70,52,48,1,2,208,1,9,2,1,,,,,,,,1,2,,2000000,2,,05,05,2
5106978,1,1,1,11,1,4771,47,1,1535.5894589,11,2020,01,202001,70,259,48,1,2,24,1,3,2,1,,,,,,,,1,2,,828116,2,,33,33,2
5106978,1,5,1,11,1,4921,49,1,1535.5894589,11,2020,01,202001,70,104,56,1,2,104,1,9,2,1,,,,,,,,1,2,,1200000,2,,98,98,2
5106979,1,3,1,11,1,3250,32,1,2104.479972,11,2020,01,202001,70,8,70,1,2,16,4,3,2,2,,,,,,,,1,2,,828116,2,,45,59,1
5106980,1,1,1,11,1,4520,45,1,3757.6147313,11,2020,01,202001,70,12,48,1,2,12,1,3,2,1,,,,,,,,1,2,,800000,2,,93,93,1
5106984,1,5,1,11,1,.,,1,2823.7129135,11,2020,01,202001,70,8,48,1,1,,,,,,,,,,,,,,,,1000000,,,45,,1
5106995,1,2,1,11,1,4511,45,1,3860.078293,11,2020,01,202001,70,208,48,1,2,12,1,9,2,4,,,,,,,,1,2,,1500000,2,,44,44,2
5107007,1,2,1,11,1,4761,47,1,3685.9476339,11,2020,01,202001,70,52,48,1,2,18,1,3,2,8,,,,,,,,1,2,,828116,2,,45,45,2
5107033,1,1,1,11,1,4921,49,1,3552.7690256,11,2020,01,202001,70,20,48,1,2,20,4,1,2,8,1,,,,,,,,2,,1800000,1,2,98,98,2
5107038,1,2,1,11,1,6511,65,1,2765.0739057,11,2020,01,202001,70,2,48,2,2,2,1,9,2,8,,,,,,,,1,1,250000,1000000,2,,18,44,1
5107058,1,1,1,11,1,8544,85,1,2665.259303,11,2020,01,202001,70,5,8,4,2,5,4,9,2,1,,,,,,,1,,2,,600000,3,,13,13,1
5107072,1,1,1,15,1,8412,84,1,158.407111,15,2020,01,202001,70,4,48,2,2,5,4,9,2,1,,,1,,,,,,1,2900000,2000000,2,,19,19,1
5107076,1,4,1,15,1,4729,47,1,87.484865613,15,2020,01,202001,70,1,40,1,2,4,1,2,2,1,,,,,,,,1,1,450000,828116,2,,53,45,1
